task_name,task_type,days_until_deadline,remaining_days,required_hours,progress_percent,current_cgpa,task_weight,weightage_marks,difficulty_level,stress_level,past_delay_history,dependency_count,risk_score,delay_days,will_delay
ML Model Project (Sem 3),project,4,4,66.1,74,6.44,48,76,hard,low,8,3,56.0,10,1
Industry Internship Project #4,project,18,16,50.0,24,9.12,35,26,easy,critical,3,5,57.7,2,1
Unit Test #4,exam,25,22,47.9,70,4.41,34,50,medium,critical,0,0,44.4,12,1
Viva Voce #3,exam,3,2,21.6,47,6.94,35,96,hard,medium,8,6,76.1,1,1
DBMS Assignment,assignment,31,27,40.0,82,8.57,33,76,hard,critical,1,3,47.9,-2,0
Network Lab - Packet Analysis (Sem 1),lab_experiment,22,22,63.2,92,8.93,33,39,easy,critical,2,1,32.9,-2,0
Final Year Project #1,project,10,9,32.1,93,8.26,38,36,easy,critical,9,4,48.2,-3,0
AI Lab - Search Algorithms #2,lab_experiment,18,17,52.7,82,8.55,7,63,easy,medium,5,3,30.3,0,0
IOT Lab Experiment #5,lab_experiment,6,6,11.6,91,5.26,42,47,hard,medium,7,0,56.0,5,1
Capstone Project (Sem 4),project,23,18,58.2,79,4.92,20,66,easy,medium,2,3,33.2,-1,0
Networking Assignment (Sem 7),assignment,14,9,69.2,61,8.79,20,43,easy,medium,5,6,39.8,0,0
IoT Based Project,project,4,4,41.4,33,9.55,43,81,easy,high,1,2,44.7,-3,0
Mobile App Development,project,22,17,49.2,70,6.1,5,90,hard,critical,3,1,54.5,6,1
Compiler Lab - Lexical Analysis (Sem 6),lab_experiment,24,19,29.5,76,6.69,5,100,hard,medium,6,0,42.3,-3,0
ML Model Project (Sem 1),project,6,5,68.0,72,6.95,20,89,hard,medium,0,3,43.6,-3,0
Software Engineering Assignment (Sem 2),assignment,24,24,56.6,80,8.86,19,27,easy,critical,2,1,33.9,-1,0
Internal Assessment (Sem 8),exam,31,29,26.2,55,8.21,26,61,easy,low,7,5,36.6,-1,0
DBMS Assignment,assignment,34,30,14.1,40,7.5,29,33,easy,critical,9,5,59.9,8,1
AI Lab - Search Algorithms,lab_experiment,21,18,58.2,89,8.31,43,85,medium,low,7,4,34.5,-2,0
Data Structures Assignment #3,assignment,20,20,59.6,8,7.77,8,77,hard,medium,5,1,53.2,12,1
Surprise Test (Sem 6),exam,21,21,62.1,82,9.63,45,29,easy,high,8,1,37.1,-1,0
AI Lab - Search Algorithms (Sem 5),lab_experiment,21,19,1.7,10,5.92,15,97,medium,low,6,2,53.5,14,1
Mini Project (Sem 8),project,18,14,47.0,86,5.11,30,100,hard,medium,4,4,52.8,14,1
Digital Electronics Lab,lab_experiment,28,24,49.8,72,7.46,37,11,easy,high,6,4,49.3,12,1
OS Lab - Process Scheduling #1,lab_experiment,17,14,23.1,21,8.44,44,44,medium,high,2,6,53.2,9,1
Machine Learning Assignment #2,assignment,11,11,66.0,48,6.37,43,18,medium,medium,7,1,46.7,10,1
Research Project #1,project,24,19,2.8,50,6.57,15,26,hard,medium,6,2,52.5,14,1
OS Assignment,assignment,14,9,1.8,86,5.25,11,71,medium,high,9,3,51.9,2,1
IOT Lab Experiment (Sem 8),lab_experiment,10,6,30.9,2,5.57,6,44,hard,low,10,4,73.2,14,1
Mobile App Development (Sem 8),project,19,16,15.9,89,7.56,22,41,easy,high,2,1,24.4,0,0
End-Semester Exam (Sem 4),exam,12,10,65.2,15,7.03,5,92,very_hard,medium,0,4,55.5,9,1
Network Lab - Packet Analysis,lab_experiment,25,23,72.8,28,5.04,16,45,easy,high,8,6,63.0,5,1
Web Dev Assignment (Sem 4),assignment,9,7,71.2,52,4.84,20,28,medium,high,8,3,67.6,5,1
Mid-Semester Exam,exam,7,6,13.0,54,9.14,18,85,very_hard,high,9,0,66.0,7,1
Module Exam #1,exam,31,30,72.6,65,6.23,26,18,easy,high,6,3,47.6,12,1
DBMS Lab - SQL Queries #5,lab_experiment,17,16,64.3,1,7.68,30,84,easy,high,6,1,51.8,14,1
Mid-Semester Exam,exam,35,30,9.6,68,6.03,44,40,very_hard,medium,3,1,51.8,6,1
Mid-Semester Exam (Sem 6),exam,33,28,20.3,24,9.46,46,44,hard,high,3,6,62.8,12,1
Mid-Semester Exam #4,exam,8,7,58.8,79,4.12,25,44,medium,low,2,3,41.7,-3,0
Mobile App Development (Sem 5),project,16,11,77.5,61,8.75,49,58,medium,low,8,2,36.7,-1,0
DBMS Assignment (Sem 1),assignment,3,3,42.7,26,6.53,30,38,hard,critical,7,0,84.8,13,1
Practical Exam #3,exam,24,22,9.2,34,7.75,22,32,very_hard,high,8,3,68.4,2,1
Practical Exam,exam,12,7,52.5,21,4.93,27,75,easy,high,1,5,61.5,1,1
OS Assignment #5,assignment,6,1,24.9,39,8.4,47,79,easy,medium,5,4,69.9,12,1
Machine Learning Assignment (Sem 1),assignment,26,23,56.3,42,6.14,42,72,hard,medium,4,5,59.8,5,1
Practical Exam (Sem 6),exam,7,5,40.0,71,4.82,25,78,very_hard,medium,7,1,68.3,3,1
Math Assignment (Sem 2),assignment,5,2,2.7,17,6.57,24,96,hard,medium,7,3,77.0,12,1
Computer Graphics Assignment,assignment,21,18,32.7,56,6.68,27,56,hard,medium,4,5,55.5,4,1
Computer Graphics Assignment #2,assignment,14,14,8.2,21,8.85,17,52,easy,critical,3,6,56.5,9,1
Research Project (Sem 2),project,20,15,47.2,84,8.45,48,69,medium,high,10,3,46.0,11,1
IOT Lab Experiment,lab_experiment,4,2,42.1,48,4.86,6,70,easy,medium,8,4,64.0,5,1
Capstone Project #5,project,25,20,5.1,74,5.56,27,41,hard,medium,1,1,39.9,-2,0
ML Model Project (Sem 3),project,30,26,26.6,48,7.44,34,98,easy,critical,6,6,63.8,14,1
Weekly Test (Sem 1),exam,12,10,56.9,28,6.85,5,25,very_hard,high,0,2,55.9,6,1
Final Year Project (Sem 8),project,30,27,53.8,16,5.39,16,81,medium,medium,7,3,59.4,14,1
Online Quiz (Sem 3),exam,15,13,17.7,100,7.71,42,93,hard,high,4,3,46.2,-3,0
Capstone Project #3,project,19,16,39.5,88,5.67,41,89,medium,high,5,6,58.5,2,1
Final Year Project #1,project,10,9,29.7,68,5.37,26,23,easy,medium,7,0,39.0,0,0
Final Year Project #2,project,7,7,3.5,89,6.75,17,45,easy,low,4,6,38.9,-2,0
DBMS Assignment,assignment,6,6,49.1,37,5.45,38,17,easy,medium,0,4,47.4,0,0
Internal Assessment,exam,29,28,58.3,2,4.15,15,64,hard,high,4,2,71.1,11,1
Mini Project,project,24,24,31.3,37,7.22,34,74,easy,high,0,6,43.0,-2,0
Compiler Lab - Lexical Analysis #2,lab_experiment,27,25,12.8,2,5.88,39,46,hard,low,0,1,47.5,-1,0
Math Assignment #4,assignment,26,26,48.6,91,5.79,34,29,easy,low,10,2,34.2,-1,0
Machine Learning Assignment #3,assignment,2,2,17.4,25,9.03,47,54,easy,medium,5,2,58.7,8,1
IoT Based Project (Sem 5),project,27,22,59.1,100,8.62,24,100,hard,medium,0,3,25.4,-2,0
Module Exam,exam,14,14,73.2,23,4.65,43,71,medium,low,4,1,48.7,3,1
ML Model Project,project,30,25,15.6,46,4.72,27,80,hard,medium,0,0,40.5,9,1
Computer Vision Lab (Sem 1),lab_experiment,2,2,74.5,7,5.02,20,84,hard,low,1,4,68.6,10,1
Web Dev Assignment (Sem 5),assignment,28,24,20.5,0,9.17,43,14,medium,low,10,3,50.3,14,1
Machine Learning Assignment (Sem 3),assignment,15,15,16.0,40,4.33,28,79,very_hard,high,8,5,81.8,3,1
DBMS Assignment #3,assignment,25,21,23.5,26,7.68,35,47,easy,medium,7,4,46.3,-2,0
Algorithms Assignment #2,assignment,11,10,41.1,25,5.44,10,37,hard,low,9,1,55.0,9,1
Open Source Contribution #2,project,15,14,20.5,53,4.6,43,46,easy,low,7,6,48.7,6,1
Research Project (Sem 8),project,18,17,20.5,43,9.67,18,19,very_hard,critical,10,5,78.2,11,1
Viva Voce (Sem 7),exam,3,1,41.6,25,6.02,17,46,medium,high,6,4,86.7,11,1
OS Assignment,assignment,5,1,59.2,76,6.35,21,15,medium,critical,0,1,63.9,4,1
Online Quiz #3,exam,24,24,38.2,14,9.04,14,20,hard,low,4,1,44.6,-1,0
Networking Assignment (Sem 2),assignment,12,7,21.6,75,7.78,49,84,hard,high,9,0,56.9,1,1
Web Dev Assignment (Sem 6),assignment,18,16,49.2,80,7.59,48,88,easy,high,10,1,37.8,-3,0
Mobile App Development,project,30,29,77.7,30,5.57,38,65,easy,medium,1,5,45.8,0,0
Math Assignment (Sem 2),assignment,13,13,27.7,30,5.96,7,89,easy,high,8,6,61.7,7,1
OS Assignment (Sem 1),assignment,17,14,36.7,29,5.81,47,69,easy,medium,6,1,50.9,8,1
Online Quiz,exam,9,4,77.7,5,7.85,21,68,medium,low,8,6,59.1,10,1
Digital Electronics Lab (Sem 6),lab_experiment,7,7,6.9,64,8.7,41,66,easy,low,9,1,36.3,-1,0
IoT Based Project #1,project,4,2,24.4,88,4.15,17,46,easy,high,5,6,66.1,11,1
Capstone Project (Sem 2),project,3,3,10.9,49,6.31,16,66,hard,high,6,0,70.8,6,1
Mid-Semester Exam #5,exam,19,19,1.4,75,9.28,24,81,easy,low,3,2,20.4,-1,0
Computer Vision Lab (Sem 2),lab_experiment,17,15,58.0,18,4.56,28,84,medium,low,7,6,59.2,13,1
Networking Assignment (Sem 8),assignment,21,16,48.3,31,8.96,33,87,easy,medium,6,1,39.1,0,0
AI Lab - Search Algorithms #5,lab_experiment,30,25,67.8,23,7.68,11,37,easy,high,8,6,53.5,3,1
Mid-Semester Exam,exam,13,8,15.5,93,4.7,15,22,hard,critical,2,4,58.9,9,1
Computer Vision Lab #1,lab_experiment,12,9,4.5,84,5.92,23,41,medium,low,5,4,43.5,12,1
Viva Voce (Sem 3),exam,10,8,56.9,94,7.66,16,17,very_hard,medium,10,5,52.8,2,1
Math Assignment (Sem 5),assignment,23,23,59.8,88,8.44,30,90,very_hard,low,3,3,40.4,-2,0
End-Semester Exam,exam,18,16,6.0,27,5.73,18,56,medium,critical,9,2,70.4,2,1
Viva Voce #1,exam,6,3,22.9,40,6.46,36,81,hard,low,7,0,62.6,12,1
End-Semester Exam,exam,13,12,24.4,75,6.51,11,32,very_hard,critical,9,1,68.1,7,1
DS Lab - Linked List (Sem 2),lab_experiment,24,24,29.9,75,6.8,31,46,very_hard,medium,8,5,63.1,9,1
Mid-Semester Exam (Sem 1),exam,22,20,37.4,44,4.94,5,41,hard,high,5,5,70.7,1,1
DBMS Assignment (Sem 3),assignment,0,0,63.2,96,4.7,15,44,hard,medium,10,2,73.3,11,1
Network Lab - Packet Analysis,lab_experiment,26,24,7.0,5,7.31,5,99,hard,high,0,3,54.5,7,1
Surprise Test #2,exam,26,26,57.2,7,4.15,11,48,hard,low,10,6,66.7,9,1
Final Year Project,project,20,15,25.2,62,8.34,35,42,hard,high,2,1,43.1,5,1
Surprise Test #5,exam,29,28,46.0,48,4.18,33,60,hard,low,6,2,54.7,11,1
Final Year Project,project,33,29,28.5,96,8.86,20,53,medium,high,6,3,40.8,-1,0
OS Lab - Process Scheduling #3,lab_experiment,15,12,62.4,44,7.87,37,97,very_hard,high,10,6,71.9,7,1
Network Lab - Packet Analysis,lab_experiment,10,10,76.8,83,9.88,10,24,easy,medium,8,5,34.4,-3,0
Research Project,project,29,29,27.8,85,6.48,26,98,hard,high,3,1,45.6,11,1
Computer Graphics Assignment #4,assignment,14,11,17.3,80,7.19,28,62,hard,low,8,3,44.8,11,1
Mini Project (Sem 8),project,17,13,8.4,64,7.38,12,12,easy,low,7,5,38.4,-1,0
DBMS Assignment #5,assignment,15,10,58.2,5,8.42,20,18,hard,medium,7,4,61.0,14,1
Compiler Lab - Lexical Analysis,lab_experiment,5,5,41.5,81,6.26,13,16,medium,medium,8,3,49.1,1,1
Compiler Lab - Lexical Analysis #4,lab_experiment,30,26,76.2,11,8.99,47,90,medium,high,10,4,62.5,8,1
IOT Lab Experiment (Sem 3),lab_experiment,18,16,30.4,99,6.95,34,85,very_hard,medium,4,5,55.6,14,1
Machine Learning Assignment,assignment,19,16,7.8,76,7.17,33,28,medium,high,0,3,36.1,-1,0
Mobile App Development (Sem 3),project,23,19,61.5,60,4.88,16,49,easy,critical,9,3,60.6,9,1
Open Source Contribution,project,20,16,39.7,87,7.58,25,82,medium,critical,2,5,46.1,5,1
Computer Graphics Assignment,assignment,22,20,38.3,60,6.62,30,82,medium,high,8,4,56.0,3,1
Weekly Test #4,exam,29,27,72.6,33,6.59,28,87,hard,medium,4,1,52.2,1,1
Internal Assessment (Sem 2),exam,19,18,9.4,82,9.98,48,41,easy,high,6,6,45.4,-1,0
Module Exam (Sem 4),exam,20,16,4.5,63,4.65,11,73,medium,medium,1,4,39.5,0,0
IoT Based Project (Sem 7),project,32,29,9.0,99,6.71,28,26,medium,high,0,4,33.0,0,0
Module Exam,exam,24,20,19.2,60,5.56,47,84,medium,critical,0,2,51.7,5,1
Machine Learning Assignment,assignment,26,23,3.9,1,9.79,46,86,medium,medium,6,1,51.4,14,1
Module Exam #4,exam,26,23,26.3,65,9.78,43,34,medium,low,10,2,35.3,0,0
Digital Electronics Lab,lab_experiment,15,15,36.0,60,4.17,47,34,hard,high,1,2,53.7,2,1
Machine Learning Assignment (Sem 7),assignment,4,1,55.8,99,6.33,15,20,medium,medium,6,2,60.7,14,1
Capstone Project #1,project,27,25,72.1,0,6.06,46,17,medium,critical,0,0,54.6,9,1
Embedded Systems Lab,lab_experiment,1,1,10.6,77,4.05,29,78,hard,critical,9,0,89.5,10,1
Algorithms Assignment,assignment,33,30,59.1,52,5.34,22,54,medium,medium,10,5,56.8,5,1
Web Dev Assignment,assignment,22,20,67.9,18,4.75,15,18,very_hard,high,5,6,84.9,3,1
Web Dev Assignment (Sem 5),assignment,28,27,28.1,27,4.91,31,25,very_hard,medium,3,5,71.7,14,1
Final Year Project #1,project,29,26,25.2,10,7.83,32,29,easy,high,9,4,56.2,5,1
Weekly Test (Sem 7),exam,29,24,46.2,28,6.53,11,73,hard,medium,2,5,53.5,14,1
Open Source Contribution (Sem 5),project,5,3,26.9,3,9.51,45,47,medium,medium,0,2,52.9,11,1
OS Assignment (Sem 4),assignment,10,7,27.4,11,4.62,15,77,hard,high,3,0,70.3,13,1
Computer Vision Lab #3,lab_experiment,1,1,34.2,12,6.56,47,88,hard,high,5,6,100.0,10,1
Unit Test #3,exam,25,24,69.9,30,6.7,44,48,easy,high,6,2,54.4,10,1
Viva Voce (Sem 1),exam,5,0,47.3,40,7.36,14,93,hard,low,1,5,68.4,6,1
Surprise Test,exam,17,16,49.1,88,6.87,35,27,hard,medium,8,4,50.9,-2,0
Digital Electronics Lab,lab_experiment,13,9,78.8,4,5.07,29,38,hard,high,4,4,76.1,4,1
Viva Voce,exam,16,14,69.2,37,6.17,39,79,very_hard,low,10,5,66.5,5,1
Computer Graphics Assignment,assignment,28,24,78.3,72,5.92,36,49,very_hard,critical,2,3,71.2,8,1
Digital Electronics Lab #2,lab_experiment,22,18,74.5,48,7.15,7,69,hard,high,0,6,50.1,6,1
Networking Assignment #1,assignment,19,18,46.9,79,5.31,45,74,medium,high,4,2,51.7,9,1
Research Project,project,23,20,12.9,42,8.5,37,46,very_hard,high,8,0,62.3,2,1
Practical Exam (Sem 6),exam,26,23,18.6,68,9.3,39,77,easy,low,7,2,29.3,-1,0
OS Assignment #3,assignment,14,14,77.8,94,6.64,10,12,hard,low,3,0,28.2,-3,0
Compiler Lab - Lexical Analysis #2,lab_experiment,6,3,51.2,67,6.36,13,45,hard,high,8,3,72.9,13,1
Embedded Systems Lab,lab_experiment,23,19,24.9,82,8.2,46,55,hard,low,8,0,35.2,-1,0
Mini Project #4,project,0,0,44.9,14,5.26,40,73,hard,low,7,5,93.2,3,1
Embedded Systems Lab (Sem 7),lab_experiment,15,12,68.0,64,8.51,22,42,medium,high,9,1,43.4,-3,0
Group Project - Web App,project,3,0,68.2,35,9.88,40,13,medium,low,7,2,66.0,4,1
Module Exam (Sem 7),exam,7,6,40.7,62,8.46,21,99,medium,critical,4,1,56.7,14,1
Math Assignment #1,assignment,5,1,66.7,45,4.25,45,36,hard,critical,4,2,98.5,1,1
IOT Lab Experiment,lab_experiment,20,19,70.8,83,6.3,41,32,medium,critical,10,1,54.5,7,1
Web Dev Assignment #3,assignment,29,27,7.9,69,7.91,50,32,very_hard,medium,0,0,36.2,-2,0
Networking Assignment,assignment,23,19,45.9,21,5.25,18,85,hard,high,4,5,73.6,11,1
Practical Exam,exam,17,14,52.4,84,4.02,33,78,medium,low,7,5,46.5,0,0
Viva Voce #2,exam,4,1,39.6,29,9.63,28,96,hard,low,3,1,65.0,2,1
Digital Electronics Lab,lab_experiment,6,2,59.4,94,8.07,5,54,medium,low,1,0,24.7,-2,0
Research Project #3,project,34,30,77.6,35,6.37,50,73,medium,high,5,0,55.0,6,1
IoT Based Project,project,9,8,27.6,64,4.84,25,95,easy,medium,1,0,27.7,-1,0
Surprise Test (Sem 8),exam,28,26,69.0,1,8.12,32,57,medium,high,5,2,59.0,11,1
Network Lab - Packet Analysis (Sem 1),lab_experiment,12,7,13.1,0,5.02,35,92,hard,high,4,6,87.5,9,1
Math Assignment (Sem 7),assignment,31,26,44.8,85,8.92,18,54,easy,low,8,4,27.8,0,0
Mini Project (Sem 1),project,32,28,36.3,55,9.84,7,30,hard,critical,6,3,62.7,14,1
Internal Assessment (Sem 2),exam,30,26,66.4,45,8.92,34,89,very_hard,high,2,0,52.4,5,1
Open Source Contribution (Sem 3),project,11,7,56.9,45,6.07,47,54,easy,high,9,1,57.7,5,1
Mobile App Development,project,20,16,75.3,33,7.26,5,77,easy,high,2,6,46.9,8,1
Online Quiz,exam,24,24,8.0,55,9.54,31,40,very_hard,low,1,0,35.1,-1,0
Practical Exam (Sem 4),exam,22,21,66.8,66,4.61,14,42,easy,high,7,3,51.2,7,1
ML Model Project #5,project,4,2,49.6,3,4.68,25,31,very_hard,critical,10,6,100.0,2,1
Group Project - Web App,project,21,21,74.4,8,5.14,33,51,easy,high,1,5,56.7,1,1
Mini Project #4,project,24,22,53.5,79,7.7,12,71,medium,low,1,3,19.4,0,0
Mid-Semester Exam,exam,14,10,28.0,32,6.16,34,88,hard,low,10,0,49.0,9,1
IOT Lab Experiment (Sem 6),lab_experiment,14,11,9.4,92,7.21,40,35,very_hard,high,0,0,42.6,5,1
Data Structures Assignment,assignment,29,24,19.9,35,8.29,27,99,medium,low,10,6,45.7,-3,0
Unit Test,exam,24,21,65.4,39,9.49,25,49,medium,high,10,0,46.7,2,1
Unit Test #4,exam,13,9,31.4,91,7.73,26,75,very_hard,low,7,5,49.4,9,1
Weekly Test (Sem 2),exam,24,21,72.1,41,7.43,10,46,medium,medium,3,1,38.8,-2,0
DBMS Assignment #3,assignment,27,26,39.6,16,9.4,26,74,hard,medium,9,3,57.4,6,1
Practical Exam #5,exam,31,30,37.2,23,4.14,12,65,medium,high,9,5,68.6,5,1
AI Lab - Search Algorithms,lab_experiment,13,9,47.4,7,4.07,6,60,medium,critical,7,3,75.2,3,1
Mid-Semester Exam (Sem 3),exam,7,6,51.0,6,4.19,41,33,medium,medium,5,1,67.9,9,1
Compiler Lab - Lexical Analysis,lab_experiment,25,22,54.5,20,4.4,15,55,medium,high,5,3,65.5,8,1
DBMS Lab - SQL Queries,lab_experiment,28,25,18.9,56,7.23,29,93,hard,medium,1,6,46.7,14,1
Internal Assessment (Sem 7),exam,6,5,64.5,65,7.93,18,62,hard,high,7,0,55.8,8,1
OS Lab - Process Scheduling,lab_experiment,22,20,30.9,32,4.49,40,86,medium,high,10,3,65.6,14,1
Module Exam #2,exam,33,28,43.4,26,9.49,48,34,very_hard,low,8,6,64.6,11,1
Computer Vision Lab,lab_experiment,15,10,39.9,81,9.55,5,78,very_hard,high,1,6,49.3,12,1
Research Project (Sem 8),project,12,9,19.4,11,9.83,5,85,medium,low,4,4,43.3,14,1
Software Engineering Assignment,assignment,10,7,79.1,71,7.3,28,71,hard,low,5,4,56.6,12,1
Capstone Project #1,project,10,5,35.2,30,9.11,5,31,hard,medium,6,4,62.5,9,1
Networking Assignment (Sem 8),assignment,27,26,45.5,93,9.56,31,65,medium,high,9,0,36.5,-2,0
ML Model Project (Sem 3),project,26,25,57.9,87,4.43,33,54,hard,medium,3,6,51.9,6,1
Machine Learning Assignment (Sem 3),assignment,27,27,67.5,35,6.96,48,98,hard,low,9,1,51.8,5,1
Web Dev Assignment #3,assignment,7,3,78.3,82,8.94,27,63,medium,low,10,6,51.3,11,1
Computer Graphics Assignment #1,assignment,25,22,18.6,35,8.45,13,69,easy,critical,0,4,42.3,10,1
Module Exam (Sem 1),exam,5,3,63.8,9,6.78,23,94,medium,high,8,3,78.5,3,1
OS Lab - Process Scheduling #4,lab_experiment,10,7,79.7,30,7.76,43,44,easy,medium,3,2,44.3,-2,0
DBMS Assignment,assignment,17,12,61.4,47,9.32,28,18,medium,medium,2,1,31.4,-1,0
Embedded Systems Lab #4,lab_experiment,18,14,42.5,84,5.75,32,52,hard,low,3,2,41.4,1,1
Online Quiz (Sem 1),exam,26,26,26.3,17,6.69,30,54,easy,high,0,1,38.6,1,1
IoT Based Project #5,project,24,19,62.8,25,8.98,49,89,hard,critical,2,6,67.9,14,1
Computer Vision Lab (Sem 2),lab_experiment,13,8,51.1,88,6.91,29,40,hard,medium,3,4,44.3,0,0
DBMS Assignment,assignment,4,1,10.3,28,9.6,33,95,hard,high,0,3,72.7,2,1
Open Source Contribution (Sem 2),project,19,14,6.2,49,7.93,41,35,medium,low,5,6,44.3,-1,0
Capstone Project,project,16,14,11.4,81,7.9,37,47,easy,medium,7,5,37.5,-3,0
IOT Lab Experiment #3,lab_experiment,20,17,66.2,95,8.57,21,38,medium,critical,9,1,45.1,14,1
Mini Project (Sem 6),project,30,30,70.7,65,7.76,35,98,very_hard,low,2,2,40.5,-3,0
Digital Electronics Lab,lab_experiment,7,5,73.0,30,5.57,9,24,very_hard,low,0,0,52.9,4,1
DBMS Lab - SQL Queries (Sem 1),lab_experiment,32,28,74.5,19,9.51,44,34,medium,high,9,5,62.6,10,1
Research Project,project,8,4,16.5,28,7.99,8,11,easy,medium,8,5,53.2,6,1
DBMS Lab - SQL Queries,lab_experiment,4,1,67.3,16,5.62,35,48,hard,medium,0,3,78.3,5,1
AI Lab - Search Algorithms (Sem 7),lab_experiment,5,0,69.2,21,7.55,16,69,medium,high,9,0,74.4,14,1
Practical Exam,exam,31,26,73.0,99,9.78,32,89,easy,high,10,4,38.4,0,0
Compiler Lab - Lexical Analysis (Sem 4),lab_experiment,31,28,23.9,28,6.66,8,19,hard,medium,4,6,59.2,10,1
Machine Learning Assignment #3,assignment,7,6,52.2,52,8.74,26,89,very_hard,medium,2,2,55.2,9,1
Digital Electronics Lab (Sem 8),lab_experiment,4,1,50.8,40,9.83,24,53,medium,medium,8,5,74.4,6,1
End-Semester Exam,exam,16,13,75.0,9,6.5,28,33,medium,critical,10,4,74.0,2,1
Group Project - Web App (Sem 5),project,11,9,12.4,1,5.51,14,45,easy,critical,5,1,68.2,7,1
Group Project - Web App (Sem 1),project,17,14,58.2,31,4.72,49,80,hard,high,3,5,71.7,13,1
Viva Voce,exam,27,26,1.7,20,9.27,32,68,hard,high,6,4,66.2,6,1
DBMS Assignment #4,assignment,15,15,57.2,61,5.14,6,97,very_hard,medium,2,0,49.4,-3,0
Data Structures Assignment,assignment,3,3,45.2,6,7.4,16,81,very_hard,low,0,1,62.4,14,1
Open Source Contribution,project,30,28,9.3,64,7.48,15,64,medium,critical,1,6,51.7,13,1
Research Project (Sem 3),project,16,11,71.8,47,9.5,37,71,easy,medium,9,0,34.3,-1,0
Unit Test #2,exam,22,17,16.7,17,8.25,19,70,easy,medium,8,3,44.5,-1,0
Viva Voce,exam,7,5,67.7,37,9.54,30,61,easy,medium,9,2,47.6,9,1
Unit Test (Sem 1),exam,0,0,9.4,37,5.34,11,15,very_hard,medium,0,4,81.7,8,1
Software Engineering Assignment #4,assignment,24,23,1.9,34,4.66,44,37,very_hard,low,0,2,51.6,-1,0
DS Lab - Linked List #2,lab_experiment,9,9,29.1,70,8.55,12,40,very_hard,medium,2,5,48.2,9,1
Math Assignment #1,assignment,24,23,45.8,73,4.06,19,69,hard,high,10,4,64.3,10,1
Math Assignment,assignment,22,17,39.2,70,5.81,11,76,hard,medium,8,1,51.1,7,1
Networking Assignment #4,assignment,12,7,24.1,15,7.45,34,95,hard,high,9,2,76.4,10,1
Network Lab - Packet Analysis #5,lab_experiment,13,8,74.0,3,6.01,25,44,hard,medium,10,1,60.9,2,1
IOT Lab Experiment #1,lab_experiment,29,24,69.9,17,6.58,31,22,hard,high,4,2,64.7,14,1
Mobile App Development #1,project,23,19,67.2,67,7.38,48,30,medium,medium,4,1,40.4,-2,0
Computer Vision Lab,lab_experiment,14,10,41.4,39,7.42,30,98,easy,low,5,4,43.2,-3,0
DBMS Lab - SQL Queries (Sem 4),lab_experiment,25,23,64.4,8,9.87,17,19,medium,high,1,2,44.1,-1,0
IoT Based Project #1,project,7,7,48.9,23,9.58,45,62,easy,critical,7,6,72.9,12,1
DBMS Lab - SQL Queries #3,lab_experiment,8,5,52.4,38,5.12,37,94,medium,medium,1,4,55.1,11,1
Online Quiz #1,exam,4,0,10.1,2,6.91,47,53,very_hard,medium,10,6,100.0,9,1
Mini Project (Sem 1),project,13,11,9.8,6,9.17,39,12,very_hard,low,6,5,67.7,2,1
Viva Voce,exam,13,10,43.4,7,5.49,34,23,medium,low,9,2,56.0,11,1
IOT Lab Experiment,lab_experiment,9,6,65.7,55,9.5,5,65,medium,high,7,4,57.5,9,1
Math Assignment (Sem 5),assignment,33,28,27.6,94,4.37,41,91,very_hard,critical,10,5,80.3,10,1
Math Assignment,assignment,20,15,25.8,7,7.65,11,58,hard,low,3,5,50.7,11,1
ML Model Project,project,13,12,18.5,3,9.03,5,13,medium,medium,10,1,46.9,14,1
Machine Learning Assignment #2,assignment,4,0,30.9,68,9.73,37,97,very_hard,high,3,0,76.1,2,1
Surprise Test (Sem 4),exam,19,16,40.1,69,5.53,21,45,easy,high,2,0,36.3,-3,0
Final Year Project,project,20,20,40.5,74,5.85,31,10,easy,low,3,5,37.3,-3,0
Computer Vision Lab #1,lab_experiment,6,4,49.1,89,4.91,20,84,hard,low,2,0,40.2,1,1
Surprise Test,exam,10,5,21.6,35,9.37,49,35,medium,high,5,3,63.9,8,1
Network Lab - Packet Analysis #2,lab_experiment,4,3,20.7,23,4.32,43,51,hard,critical,0,4,84.7,4,1
Internal Assessment (Sem 7),exam,5,3,44.5,27,4.17,31,57,very_hard,medium,9,1,84.7,1,1
Computer Graphics Assignment (Sem 4),assignment,24,21,26.3,42,6.49,33,59,very_hard,medium,2,4,58.9,3,1
DS Lab - Linked List,lab_experiment,26,26,55.9,60,4.54,16,72,easy,high,5,0,46.6,12,1
Computer Vision Lab,lab_experiment,13,9,69.9,96,6.55,12,92,hard,low,8,2,38.0,-2,0
Online Quiz,exam,29,28,61.5,81,6.42,39,63,easy,low,3,3,27.7,0,0
IOT Lab Experiment #4,lab_experiment,13,11,48.5,65,5.69,38,36,easy,medium,4,2,41.8,7,1
Internal Assessment #1,exam,33,29,75.2,64,9.02,49,32,easy,high,7,6,49.1,0,0
DBMS Assignment,assignment,21,20,12.6,79,7.39,10,87,easy,high,2,4,36.2,-1,0
Unit Test,exam,28,28,65.8,4,6.53,26,72,very_hard,low,2,4,60.8,8,1
Internal Assessment (Sem 5),exam,5,0,74.7,71,8.63,9,35,very_hard,high,4,6,85.7,10,1
Weekly Test,exam,9,8,27.6,94,8.16,39,33,medium,high,9,4,45.1,1,1
